source,property_name,property_type,segment,address,district_town,txn_date,price,area_sqm,area_sqft,price_psf,storey_range,tenure,flat_model,lat,lng
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2904000.0,97.0,1044.1,2781.35,26-30,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2869000.0,97.0,1044.1,2747.83,26-30,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3154000.0,113.0,1216.32,2593.07,11-15,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3034000.0,113.0,1216.32,2494.41,01-05,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3000000.0,113.0,1216.32,2466.45,01-05,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3284000.0,113.0,1216.32,2699.95,21-25,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3378000.0,113.0,1216.32,2777.23,31-35,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3036000.0,113.0,1216.32,2496.05,06-10,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3072000.0,113.0,1216.32,2525.65,06-10,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3324000.0,113.0,1216.32,2732.83,26-30,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3096000.0,113.0,1216.32,2545.38,06-10,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3042000.0,113.0,1216.32,2500.99,01-05,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3142000.0,113.0,1216.32,2583.2,11-15,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3234000.0,113.0,1216.32,2658.84,16-20,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3360000.0,113.0,1216.32,2762.43,31-35,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3224000.0,113.0,1216.32,2650.62,16-20,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3254000.0,113.0,1216.32,2675.28,21-25,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3214000.0,113.0,1216.32,2642.4,16-20,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3166000.0,113.0,1216.32,2602.93,11-15,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3094000.0,113.0,1216.32,2543.74,06-10,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3351000.0,113.0,1216.32,2755.03,31-35,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3178000.0,113.0,1216.32,2612.8,16-20,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3190000.0,113.0,1216.32,2622.66,16-20,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3244000.0,113.0,1216.32,2667.06,21-25,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3274000.0,113.0,1216.32,2691.72,21-25,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2205000.0,79.0,850.35,2593.06,06-10,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2795000.0,97.0,1044.1,2676.95,21-25,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2776000.0,97.0,1044.1,2658.75,16-20,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2912000.0,97.0,1044.1,2789.01,26-30,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2936000.0,97.0,1044.1,2812.0,31-35,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2725000.0,97.0,1044.1,2609.91,11-15,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2665000.0,97.0,1044.1,2552.44,06-10,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2568000.0,97.0,1044.1,2459.54,01-05,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2952000.0,97.0,1044.1,2827.32,31-35,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2682000.0,97.0,1044.1,2568.72,06-10,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2944000.0,97.0,1044.1,2819.66,31-35,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2766000.0,97.0,1044.1,2649.18,16-20,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2595000.0,97.0,1044.1,2485.4,01-05,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2859000.0,97.0,1044.1,2738.25,21-25,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2708000.0,97.0,1044.1,2593.63,11-15,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2993000.0,97.0,1044.1,2866.59,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2920000.0,97.0,1044.1,2796.67,31-35,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2732000.0,97.0,1044.1,2616.61,11-15,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2928000.0,97.0,1044.1,2804.33,31-35,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2827000.0,97.0,1044.1,2707.6,21-25,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2969000.0,97.0,1044.1,2843.6,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2878000.0,97.0,1044.1,2756.45,26-30,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2786000.0,97.0,1044.1,2668.33,16-20,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2658000.0,97.0,1044.1,2545.74,06-10,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2649000.0,97.0,1044.1,2537.12,06-10,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2985000.0,97.0,1044.1,2858.93,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3001000.0,97.0,1044.1,2874.25,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2896000.0,97.0,1044.1,2773.69,26-30,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2715000.0,97.0,1044.1,2600.33,11-15,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2832000.0,97.0,1044.1,2712.39,21-25,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2960000.0,97.0,1044.1,2834.98,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3845000.0,135.0,1453.13,2646.02,21-25,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,4005000.0,135.0,1453.13,2756.13,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2852000.0,105.0,1130.21,2523.43,06-10,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3857000.0,135.0,1453.13,2654.28,21-25,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3950000.0,135.0,1453.13,2718.28,31-35,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3387000.0,113.0,1216.32,2784.63,31-35,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,2054000.0,63.0,678.13,3028.94,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3965000.0,135.0,1453.13,2728.6,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,3877000.0,135.0,1453.13,2668.04,26-30,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-01-01,1520000.0,48.0,516.67,2941.93,26-30,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-02-01,1379000.0,48.0,516.67,2669.03,06-10,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-02-01,3866000.0,135.0,1453.13,2660.47,26-30,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-02-01,3905000.0,135.0,1453.13,2687.31,26-30,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-02-01,1888000.0,60.0,645.83,2923.35,21-25,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-02-01,3656000.0,135.0,1453.13,2515.95,11-15,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-02-01,3472000.0,113.0,1216.32,2854.51,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-02-01,3682000.0,135.0,1453.13,2533.85,11-15,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-03-01,3983000.0,135.0,1453.13,2740.99,31-35,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-03-01,2897000.0,105.0,1130.21,2563.24,11-15,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-03-01,3669000.0,135.0,1453.13,2524.9,11-15,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-03-01,3782000.0,135.0,1453.13,2602.66,21-25,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-03-01,3695000.0,135.0,1453.13,2542.79,16-20,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-03-01,2968000.0,105.0,1130.21,2626.06,21-25,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-03-01,3432000.0,113.0,1216.32,2821.62,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-03-01,3565000.0,135.0,1453.13,2453.33,06-10,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-03-01,3319000.0,113.0,1216.32,2728.72,21-25,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-03-01,3584000.0,127.0,1367.02,2621.77,26-30,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-04-01,3943000.0,135.0,1453.13,2713.46,31-35,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-04-01,3529000.0,127.0,1367.02,2581.54,21-25,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-04-01,3916000.0,135.0,1453.13,2694.88,26-30,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-04-01,2064000.0,63.0,678.13,3043.68,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-04-01,3758000.0,135.0,1453.13,2586.15,16-20,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-04-01,3462000.0,113.0,1216.32,2846.29,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-04-01,3573000.0,127.0,1367.02,2613.72,21-25,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-05-01,3396000.0,113.0,1216.32,2792.03,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-05-01,2951000.0,105.0,1130.21,2611.02,16-20,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-05-01,1784000.0,55.0,592.01,3013.44,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-05-01,3818000.0,135.0,1453.13,2627.44,21-25,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-05-01,1754000.0,55.0,592.01,2962.77,26-30,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-05-01,3518000.0,135.0,1453.13,2420.99,01-05,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-05-01,3827000.0,135.0,1453.13,2633.63,21-25,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-05-01,3480000.0,135.0,1453.13,2394.84,01-05,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-05-01,3746000.0,135.0,1453.13,2577.89,16-20,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-05-01,1485000.0,48.0,516.67,2874.19,21-25,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-06-01,3862000.0,135.0,1453.13,2657.72,26-30,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-06-01,3826000.0,135.0,1453.13,2632.94,21-25,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-06-01,3850000.0,135.0,1453.13,2649.46,26-30,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-07-01,2984000.0,105.0,1130.21,2640.22,21-25,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-07-01,3930000.0,135.0,1453.13,2704.51,31-35,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-07-01,3595000.0,127.0,1367.02,2629.82,26-30,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-07-01,4050000.0,135.0,1453.13,2787.09,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-08-01,3617000.0,127.0,1367.02,2645.91,26-30,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-08-01,3628000.0,127.0,1367.02,2653.96,26-30,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-08-01,3562000.0,127.0,1367.02,2605.68,21-25,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-09-01,3638000.0,127.0,1367.02,2661.27,26-30,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-09-01,3952000.0,135.0,1453.13,2719.65,31-35,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-10-01,4030000.0,135.0,1453.13,2773.33,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-10-01,1834000.0,60.0,645.83,2839.74,11-15,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-10-01,3648000.0,127.0,1367.02,2668.59,31-35,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-10-01,3972000.0,135.0,1453.13,2733.42,31-35,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-10-01,3698000.0,127.0,1367.02,2705.16,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-10-01,2992000.0,105.0,1130.21,2647.3,26-30,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-10-01,3668000.0,127.0,1367.02,2683.22,31-35,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-10-01,3658000.0,127.0,1367.02,2675.9,31-35,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-10-01,3688000.0,127.0,1367.02,2697.85,31-35,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-10-01,3405000.0,113.0,1216.32,2799.43,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-10-01,3423000.0,113.0,1216.32,2814.22,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-11-01,4018000.0,135.0,1453.13,2765.07,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-12-01,3441000.0,113.0,1216.32,2829.02,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-12-01,3678000.0,127.0,1367.02,2690.53,31-35,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-12-01,3728000.0,127.0,1367.02,2727.11,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-12-01,3708000.0,127.0,1367.02,2712.48,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2025-12-01,3738000.0,127.0,1367.02,2734.42,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2026-01-01,3748000.0,127.0,1367.02,2741.74,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2026-01-01,2976000.0,105.0,1130.21,2633.14,21-25,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2026-01-01,3017000.0,105.0,1130.21,2669.42,26-30,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2026-01-01,3000000.0,105.0,1130.21,2654.38,26-30,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2026-03-01,3108000.0,105.0,1130.21,2749.93,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2026-06-01,3080000.0,105.0,1130.21,2725.16,36-40,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE ORIE,Condominium,RCR,LORONG 1 TOA PAYOH,12,2026-08-01,3066000.0,105.0,1130.21,2712.77,31-35,99 yrs lease commencing from 2024,,1.33970675433727,103.850057290416
URA,THE POIZ RESIDENCES,Apartment,RCR,MEYAPPA CHETTIAR ROAD,13,2021-07-01,720000.0,39.0,419.79,1715.13,06-10,99 yrs lease commencing from 2014,,1.3315605804382966,103.86810571390367
URA,THE POIZ RESIDENCES,Apartment,RCR,MEYAPPA CHETTIAR ROAD,13,2021-07-01,1020000.0,54.0,581.25,1754.84,16-20,99 yrs lease commencing from 2014,,1.3315605804382966,103.86810571390367
URA,THE POIZ RESIDENCES,Apartment,RCR,MEYAPPA CHETTIAR ROAD,13,2021-08-01,948000.0,50.0,538.19,1761.44,16-20,99 yrs lease commencing from 2014,,1.3315605804382966,103.86810571390367
URA,THE POIZ RESIDENCES,Apartment,RCR,MEYAPPA CHETTIAR ROAD,13,2021-08-01,912000.0,50.0,538.19,1694.55,16-20,99 yrs lease commencing from 2014,,1.3315605804382966,103.86810571390367
